device_id,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_mode,failure
ECU_SENS_02026,300.87,312.19,1721.5,52.62,16.1,Power_Failure,1
ECU_SENS_02027,300.08,311.5,1575.5,33.33,6.8,No_Failure,0
ECU_SENS_02028,300.24,309.64,1779.2,32.67,58.7,No_Failure,0
ECU_SENS_02029,301.23,309.36,1610.0,50.96,211.6,No_Failure,0
ECU_SENS_02030,297.95,308.96,1728.2,44.25,99.8,No_Failure,0
ECU_SENS_02031,299.49,308.8,1614.0,24.55,172.9,No_Failure,0
ECU_SENS_02032,296.66,307.45,1772.3,34.61,220.4,No_Failure,0
ECU_SENS_02033,300.8,308.83,1624.0,43.86,97.9,No_Failure,0
ECU_SENS_02034,301.29,312.19,1512.4,48.38,45.9,No_Failure,0
ECU_SENS_02035,299.03,307.82,1939.0,33.21,124.1,No_Failure,0
ECU_SENS_02036,303.15,313.88,1690.0,12.0,217.9,Power_Failure,1
ECU_SENS_02037,297.55,307.56,1633.3,45.23,193.0,No_Failure,0
ECU_SENS_02038,297.07,306.12,1300.3,27.8,15.8,No_Failure,0
ECU_SENS_02039,300.45,310.04,1298.1,19.83,166.2,Power_Failure,1
ECU_SENS_02040,302.09,312.78,1582.7,12.0,137.3,Power_Failure,1
ECU_SENS_02041,303.37,313.47,1556.2,48.14,217.8,No_Failure,0
ECU_SENS_02042,299.08,309.67,1419.5,41.29,29.4,No_Failure,0
ECU_SENS_02043,302.16,314.13,1555.4,37.74,128.2,No_Failure,0
ECU_SENS_02044,299.92,308.36,1816.0,53.89,211.1,Power_Failure,1
ECU_SENS_02045,299.65,311.27,1655.2,46.37,98.4,No_Failure,0
ECU_SENS_02046,301.77,311.87,1324.6,56.16,115.7,No_Failure,0
ECU_SENS_02047,301.3,310.41,1509.9,26.07,16.9,No_Failure,0
ECU_SENS_02048,296.85,305.52,1385.1,39.65,66.8,No_Failure,0
ECU_SENS_02049,302.95,312.76,1460.2,23.83,77.9,No_Failure,0
ECU_SENS_02050,302.76,313.68,1455.5,37.71,226.8,No_Failure,0
ECU_SENS_02051,298.75,308.62,1444.0,37.51,67.8,No_Failure,0
ECU_SENS_02052,300.79,312.3,1304.1,46.27,110.6,No_Failure,0
ECU_SENS_02053,300.99,309.54,1507.0,40.46,161.1,No_Failure,0
ECU_SENS_02054,300.52,310.51,1429.1,46.23,38.9,No_Failure,0
ECU_SENS_02055,298.9,307.65,1150.0,47.03,116.7,No_Failure,0
ECU_SENS_02056,298.66,309.02,1899.5,61.55,177.2,Power_Failure,1
ECU_SENS_02057,299.95,310.84,1726.0,36.85,208.0,No_Failure,0
ECU_SENS_02058,302.35,311.92,1462.3,30.59,150.3,No_Failure,0
ECU_SENS_02059,301.09,308.48,1533.4,42.46,160.6,No_Failure,0
ECU_SENS_02060,299.26,309.46,1319.1,31.98,30.3,No_Failure,0
ECU_SENS_02061,301.54,311.98,1835.2,54.82,227.0,Power_Failure,1
ECU_SENS_02062,294.3,304.71,1871.5,37.17,31.8,No_Failure,0
ECU_SENS_02063,302.3,313.53,1558.2,34.34,185.9,No_Failure,0
ECU_SENS_02064,296.52,305.45,1714.2,35.29,63.6,No_Failure,0
ECU_SENS_02065,299.28,309.96,1561.6,47.18,224.1,Tool_Wear_Failure,1
ECU_SENS_02066,297.76,308.95,1289.4,38.42,172.8,No_Failure,0
ECU_SENS_02067,297.41,305.63,1455.9,33.58,180.9,No_Failure,0
ECU_SENS_02068,302.32,312.64,1553.7,56.65,52.6,Power_Failure,1
ECU_SENS_02069,299.06,308.56,1448.2,31.44,106.3,No_Failure,0
ECU_SENS_02070,300.69,310.61,1490.6,40.36,148.3,No_Failure,0
ECU_SENS_02071,299.91,310.25,1513.5,46.52,184.8,No_Failure,0
ECU_SENS_02072,300.95,310.47,1515.4,23.69,25.0,No_Failure,0
ECU_SENS_02073,300.15,309.48,1539.4,44.8,231.0,Tool_Wear_Failure,1
ECU_SENS_02074,297.43,307.47,1339.1,29.45,213.7,Tool_Wear_Failure,1
ECU_SENS_02075,301.99,310.91,1400.9,48.23,64.9,No_Failure,0
ECU_SENS_02076,299.01,307.93,1298.8,30.37,197.5,No_Failure,0
ECU_SENS_02077,296.89,307.57,1706.0,46.93,124.4,No_Failure,0
ECU_SENS_02078,299.14,307.99,1151.0,51.06,110.8,Mechanical_Glitch,1
ECU_SENS_02079,303.0,313.67,1737.6,48.61,75.5,No_Failure,0
ECU_SENS_02080,301.7,312.16,1779.5,42.51,139.4,No_Failure,0
ECU_SENS_02081,299.3,307.58,1475.6,37.69,175.2,No_Failure,0
ECU_SENS_02082,299.3,308.62,1150.0,34.24,98.6,No_Failure,0
ECU_SENS_02083,299.36,310.55,1465.0,54.71,151.0,No_Failure,0
ECU_SENS_02084,304.15,313.17,1518.4,33.01,167.8,No_Failure,0
ECU_SENS_02085,300.76,310.3,1348.1,29.63,170.7,No_Failure,0
ECU_SENS_02086,300.86,311.32,1437.3,46.65,12.5,No_Failure,0
ECU_SENS_02087,302.06,312.84,1805.4,32.04,206.3,No_Failure,0
ECU_SENS_02088,300.48,310.23,1649.7,30.5,110.0,No_Failure,0
ECU_SENS_02089,299.48,308.88,1363.6,25.56,63.0,No_Failure,0
ECU_SENS_02090,299.61,311.03,1242.4,35.17,58.0,No_Failure,0
ECU_SENS_02091,299.86,311.6,1471.1,39.17,115.9,Mechanical_Glitch,1
ECU_SENS_02092,299.93,310.9,1491.6,42.43,212.8,Tool_Wear_Failure,1
ECU_SENS_02093,301.46,311.54,1619.3,49.51,90.8,No_Failure,0
ECU_SENS_02094,300.1,309.3,1433.6,45.27,179.9,No_Failure,0
ECU_SENS_02095,301.47,310.63,1622.1,38.09,23.2,No_Failure,0
ECU_SENS_02096,299.84,310.36,1878.3,38.02,114.3,No_Failure,0
ECU_SENS_02097,300.16,310.58,1676.8,45.1,238.0,No_Failure,0
ECU_SENS_02098,296.0,307.41,1521.3,52.73,184.9,No_Failure,0
ECU_SENS_02099,301.83,312.48,1497.0,41.26,50.5,No_Failure,0
ECU_SENS_02100,300.69,309.19,1465.8,35.31,120.3,No_Failure,0
ECU_SENS_02101,302.0,313.05,1742.5,30.07,56.1,No_Failure,0
ECU_SENS_02102,294.21,303.21,1417.1,25.55,98.3,No_Failure,0
ECU_SENS_02103,304.18,313.79,1538.1,46.66,187.2,No_Failure,0
ECU_SENS_02104,299.72,309.97,1539.2,45.78,185.1,No_Failure,0
ECU_SENS_02105,302.22,314.21,1439.7,45.77,54.7,No_Failure,0
ECU_SENS_02106,297.92,311.03,1283.0,38.71,221.3,Tool_Wear_Failure,1
ECU_SENS_02107,301.23,311.83,1588.1,54.07,142.2,No_Failure,0
ECU_SENS_02108,297.89,307.71,1519.0,35.16,91.2,No_Failure,0
ECU_SENS_02109,298.75,309.29,1620.0,49.55,120.5,No_Failure,0
ECU_SENS_02110,303.83,314.72,1434.0,39.61,145.2,No_Failure,0
ECU_SENS_02111,299.62,309.3,1749.7,33.92,134.4,No_Failure,0
ECU_SENS_02112,300.43,312.23,1372.2,45.93,116.7,No_Failure,0
ECU_SENS_02113,301.74,311.97,1838.2,44.1,121.2,No_Failure,0
ECU_SENS_02114,300.99,311.49,1215.4,43.57,42.3,No_Failure,0
ECU_SENS_02115,300.3,310.97,1608.3,40.81,195.1,No_Failure,0
ECU_SENS_02116,300.73,311.15,1615.6,39.62,130.0,No_Failure,0
ECU_SENS_02117,304.81,315.65,1386.8,63.88,31.5,Power_Failure,1
ECU_SENS_02118,299.88,309.27,1606.4,51.84,183.9,No_Failure,0
ECU_SENS_02119,300.4,309.84,1760.3,47.23,223.8,No_Failure,0
ECU_SENS_02120,302.1,311.0,1150.0,41.12,227.4,Tool_Wear_Failure,1
ECU_SENS_02121,302.21,312.65,1620.5,50.07,88.6,No_Failure,0
ECU_SENS_02122,302.37,313.15,1150.0,45.18,32.5,No_Failure,0
ECU_SENS_02123,301.28,311.74,1356.2,40.26,124.4,No_Failure,0
ECU_SENS_02124,297.71,309.39,1823.2,36.96,27.0,No_Failure,0
ECU_SENS_02125,303.27,313.26,1425.3,39.19,224.2,Tool_Wear_Failure,1
ECU_SENS_02126,297.71,308.38,1318.7,12.0,44.1,Power_Failure,1
ECU_SENS_02127,300.61,309.51,1494.4,42.11,60.7,No_Failure,0
ECU_SENS_02128,298.49,308.1,1902.2,35.12,97.6,No_Failure,0
ECU_SENS_02129,299.87,310.57,1200.3,55.93,92.0,No_Failure,0
ECU_SENS_02130,300.66,311.51,1340.8,40.19,190.7,No_Failure,0
ECU_SENS_02131,300.64,310.35,1799.5,28.11,109.5,No_Failure,0
ECU_SENS_02132,300.84,310.77,1864.4,39.5,41.0,No_Failure,0
ECU_SENS_02133,303.23,311.71,1511.4,29.54,64.1,No_Failure,0
ECU_SENS_02134,300.91,310.55,1307.0,44.73,122.2,No_Failure,0
ECU_SENS_02135,299.51,310.4,1907.3,42.91,35.4,No_Failure,0
ECU_SENS_02136,301.93,312.5,1817.0,49.58,146.8,Power_Failure,1
ECU_SENS_02137,302.38,312.88,1652.2,32.09,135.8,No_Failure,0
ECU_SENS_02138,297.54,307.59,1383.8,40.34,171.5,No_Failure,0
ECU_SENS_02139,301.19,311.2,1521.2,26.35,225.0,No_Failure,0
ECU_SENS_02140,301.4,310.74,1501.1,47.01,218.9,No_Failure,0
ECU_SENS_02141,299.4,310.1,1589.6,45.19,227.1,Tool_Wear_Failure,1
ECU_SENS_02142,302.75,313.17,1791.2,44.96,58.7,No_Failure,0
ECU_SENS_02143,299.7,310.19,1688.3,40.02,31.6,No_Failure,0
ECU_SENS_02144,300.25,309.73,1336.1,44.15,72.5,No_Failure,0
ECU_SENS_02145,299.65,307.5,1777.8,56.04,214.8,Power_Failure,1
ECU_SENS_02146,300.03,311.13,1586.4,37.15,233.3,No_Failure,0
ECU_SENS_02147,297.81,307.33,1653.7,41.39,206.2,No_Failure,0
ECU_SENS_02148,297.12,306.26,1794.0,29.14,26.4,No_Failure,0
ECU_SENS_02149,303.19,313.88,1329.9,31.32,227.4,No_Failure,0
ECU_SENS_02150,298.31,307.91,1523.6,40.98,101.6,No_Failure,0
ECU_SENS_02151,298.02,309.08,1434.3,51.04,2.2,No_Failure,0
ECU_SENS_02152,295.69,306.31,1247.8,37.44,106.2,No_Failure,0
ECU_SENS_02153,298.72,309.41,1592.4,37.64,11.1,No_Failure,0
ECU_SENS_02154,297.35,305.99,1982.1,35.93,130.5,No_Failure,0
ECU_SENS_02155,303.28,314.5,1198.8,34.65,81.3,No_Failure,0
ECU_SENS_02156,302.02,312.28,1524.2,42.95,113.6,No_Failure,0
ECU_SENS_02157,298.62,308.25,1645.3,25.03,147.2,No_Failure,0
ECU_SENS_02158,304.5,314.65,1552.2,52.81,208.5,No_Failure,0
ECU_SENS_02159,301.96,310.19,1509.6,33.35,158.9,No_Failure,0
ECU_SENS_02160,299.35,309.76,1296.1,47.22,104.2,No_Failure,0
ECU_SENS_02161,295.0,303.97,1571.9,27.3,196.7,No_Failure,0
ECU_SENS_02162,304.58,313.23,1393.8,46.69,217.3,Tool_Wear_Failure,1
ECU_SENS_02163,297.22,305.7,1150.0,46.72,28.7,Heat_Dissipation_Failure,1
ECU_SENS_02164,296.71,307.82,1745.0,43.84,127.7,No_Failure,0
ECU_SENS_02165,302.05,311.42,1702.5,30.06,68.3,No_Failure,0
ECU_SENS_02166,304.88,316.41,1539.3,42.5,11.3,No_Failure,0
ECU_SENS_02167,302.77,312.23,1571.2,28.17,160.5,No_Failure,0
ECU_SENS_02168,301.13,309.42,1723.4,37.47,207.1,No_Failure,0
ECU_SENS_02169,301.19,310.07,1570.4,50.29,39.1,No_Failure,0
ECU_SENS_02170,301.71,312.94,1692.7,47.97,195.0,No_Failure,0
ECU_SENS_02171,301.52,311.36,1476.5,40.15,204.8,No_Failure,0
ECU_SENS_02172,300.56,310.01,1766.2,30.25,219.4,No_Failure,0
ECU_SENS_02173,300.21,310.37,1587.7,46.46,63.7,No_Failure,0
ECU_SENS_02174,299.87,310.38,1564.9,40.19,216.9,Tool_Wear_Failure,1
ECU_SENS_02175,298.49,309.61,1301.4,16.8,77.0,Power_Failure,1
ECU_SENS_02176,299.44,310.89,1581.7,47.83,132.6,No_Failure,0
ECU_SENS_02177,296.61,306.25,1380.2,39.76,12.1,No_Failure,0
ECU_SENS_02178,299.8,308.48,1415.1,52.02,10.5,No_Failure,0
ECU_SENS_02179,298.02,307.61,1383.2,29.05,172.9,No_Failure,0
ECU_SENS_02180,297.79,308.05,1338.1,12.0,106.7,Power_Failure,1
ECU_SENS_02181,300.36,309.4,1912.5,42.79,61.5,No_Failure,0
ECU_SENS_02182,302.78,311.83,1769.6,42.92,45.7,No_Failure,0
ECU_SENS_02183,301.84,312.18,1875.7,23.09,160.8,No_Failure,0
ECU_SENS_02184,296.86,306.81,1309.9,30.22,0.1,No_Failure,0
ECU_SENS_02185,298.02,308.05,1542.8,67.55,193.4,Power_Failure,1
ECU_SENS_02186,301.88,311.12,1297.2,36.94,19.0,No_Failure,0
ECU_SENS_02187,298.04,307.8,1404.8,47.31,46.0,No_Failure,0
ECU_SENS_02188,299.55,308.63,1364.7,33.49,92.7,No_Failure,0
ECU_SENS_02189,301.1,311.99,1753.1,19.1,116.4,No_Failure,0
ECU_SENS_02190,298.06,309.1,1458.7,38.3,85.2,No_Failure,0
ECU_SENS_02191,300.21,308.36,1722.3,37.34,77.0,No_Failure,0
ECU_SENS_02192,297.33,306.4,1638.7,36.0,231.3,Tool_Wear_Failure,1
ECU_SENS_02193,298.8,307.3,1944.7,38.85,154.0,No_Failure,0
ECU_SENS_02194,300.64,309.99,1263.7,42.64,5.6,No_Failure,0
ECU_SENS_02195,296.81,306.73,1756.7,38.5,103.2,No_Failure,0
ECU_SENS_02196,300.88,309.43,1736.4,27.36,210.0,No_Failure,0
ECU_SENS_02197,299.96,309.04,1354.8,44.86,72.3,No_Failure,0
ECU_SENS_02198,301.1,310.1,1711.3,20.51,22.7,No_Failure,0
ECU_SENS_02199,300.45,310.66,1590.5,19.5,182.0,Power_Failure,1
ECU_SENS_02200,302.73,312.8,1489.1,47.39,145.4,No_Failure,0
